daengngoenzbanhaemh	斜阳\n
daengrongh	灯光；灯火\n
daengsaenqhauh	信号灯\n
daengyangzyouz	煤油灯；火油灯\n
daengyouzhaeu	[方]cuksaendaeng 煤油灯；火油灯\n
daengyuenz	(见ceizraemxrouh) 汤圆；水圆\n
daengz	[方]laeuh ①到；到达；达到 ②周到\n(见yiemq) 欠\n(见dwk) 得\n(见cau) ①抄写；写；缮写 ②抄袭\n(见caengh) 才 Daep mou saedcaih lawx， rox cawj ～ baenz gwn. 猪肝实在滑，会煮才好吃。\n(见lienz) ……连……\n
daengzciengz	到场\n
daengzcog	[方]cograwz；cogneix；byugrawz；haecawx 将来；以后\n
daengzdaej	[方]daengzgyaeuj；daengzgix 彻底；到底 Guh gijmaz saeh aeu guh ～ ．做什么事要做彻底。\n
daengzfwngz	到手\n
daengzgaemh	(见gyanghaemh与doengxhaemh) 晚上\n
daengzgix	(见daengzdaej) 彻底；到底\n
daengzgya	到家\n
daengzgyaeuj	(见daengzdaej) 彻底；到底\n到头\n
daengzhoengq	(见daengzseng) 无缘无故；凭空\n
daengzlaeng	(见doeklaeng) 后来；最后；随后；过后；末尾\n
daengzlog	[方]gveng；gvengx；ceng；yaengx 挑东西的一种工具，即藤络[用藤或麻绳编成]\n
daengznauq	(见ciengxlwenx) 永远\n
daengznaw	(见gyanghaet) 早上；上午\n(见banhaet) 从清早到上午十时左右的时间\n
daengzndip	[方] 算了；罢了\n
daengzndwi	[方]dangqhenz 等闲\n
daengzseng	[方]sengseng；baengzhoengq；daengzhoengq 无缘无故；凭空 Gangj vah aeu miz saedsaeh，mbouj ndaej ～ gangj．讲话要有事实，不能凭空乱讲。\n
daengzvaenz	(见gyangngoenz与doengxngoenz) 白天；昼间\n
daengj	①竖；竖起；竖立 ②屹立\n①戥子 ②戥\n等；等级\n[方]deh；donj 拦截\n(见daengx) 瞪(眼)[瞪大眼睛，表示惊奇]\n[与ndiengq同] [方]giu；gaen；gingz (尾巴)翘起\n(见dingz) 种；种类\n(见buiz) 供(神)\n(见dwk) 烧(火)\n(见guh) 建筑；造 ～ ranz 造房子\n(见caj) 等；等侯\n
daengjbiqbu	(见gaenrwz) 侧耳(听)；用心(听)\n
daengjbyoengbyoeng	[方] ①林立[象树林一样密集地竖立着，形容很多] ②形容植物高而茂盛 bya ～ ．群山林立。\n
daengjcwcw	[方] 毛发竖起\n
daengjga	(见daengjhai) ①仰(躺) ②四脚朝天\n
daengjgoenj	(见dingjbyouj)倒栽葱\n
daengjgya	捕鱼器名[用竹编成，扁形]\n
daengjhaemj	(见boemzhoemj) 伏倒；仆倒\n
daengjhai	[方]daengjga；dangngaiz；dakmai；dingjai ①仰(躺) ②四脚朝天\n
daengjhang	(见ndiengqrieng) 翘尾巴\n
daengjhauh	等号\n
daengjhoemj	[方]boekhoemj 俯倒\n(见boemzhoemj) 伏倒；仆倒\n
daengjlaengz	拦阻；阻拦\n
daengjlawz	(见baenzlawz) 怎样；为何；哪样；怎么\n
daengjlu	(见gaenrwz) 侧耳(听)；用心(听)\n
daengjlwz	(见gaenrwz) 侧耳(听)；用心(听)\n
daengjneix	(见yienghneix) 这样 Mbouj ndaej ～ guh．不能这样做。\n
daengjngitngit	[方]竖得直直的\n
daengjnyaenq	(见dumdeng）突然\n
daengjnyetnyet	[方](小的东西)竖得直直的\n
daengjrwix	下等\n
daengjsaxsoeg	痴呆呆地等候着\n
daengjyae	(见dingjbyonj) 倒栽葱\n
daengx	[方]cienz 全；整个 ～ mbanj 全村 ～ ranz 全家 ～ guek 全国\n[与baenz同] 全；整；成 ～ ndang 全身 ～ ngoenz 整天 ～ buek 成批\n[方]gwx 停；暂停\n[方]haengx；yaengz；caengz；daengj 瞪(眼)[瞪大眼睛，表示惊奇]\n
daengxbuenz	全盘；全局\n
daengxcungq	全体；全部；整体  ～ gunghyinz cungj roengzrengz．全体工人都努力。 ～ cungj bae haihoih．全部都去开会。\n大众；公众\n
daengxfwngz	(见dingzfwngz) 住手! [命令式的]\n
daengxgyoengq	(见conj) 全体；广大 Dawz gienh saehcingz neix hawj ～ lwnh yawj．把这件事交给众人讨论。\n倾巢\n
daengxheij	(见itheij) 一起；一共；总共\n
daengxhwnz	(见baenzhwnz) 整夜\n
daengxuq	(见dingzyouq) ①停留 ②停住；停止\n
daengxyouq	(见dingzyouq) ①停留 ②停住；停止\n
daengq	凳子\n[方]noenq；saengq 吩咐；嘱咐\n[方] 安慰\n
daengqbaiz	(见eij) 椅子\n
daengqbeh	动物胸前的一块肋骨\n[方]gaiqgvaz；daengqgez；caxnyiz；cangznyiz；caiqleh；gyengh；nyaujroemh；gazgyez；byazngeiz 扒树叶用的齿耙，俗称五齿耙。\n
daengqcoek	(见eijci) 小孩坐的一种椅子\n
daengqdaemq	[与daengqgeg同] 矮脚小凳[只能坐一人]\n
daengqdog	[方]daengqdogdaeuz；daengqduzdwnq 高脚独凳[四方或圆形独凳，只能坐一个人]\n
daengqdogdaeuz	(见daengqdog) 高脚独凳\n
daengqduzdwnq	(见daengqdog) 高脚独凳\n
daengqgez	(见daengqbeh) 扒树叶用的齿耙，倍称五齿耙\n
daengqgeg	[与daengqdaemq同] 矮脚小凳[只能坐一人]\n
daengqeij	(见eij) 椅子\n
daengqgyaj	拔秧用的小凳\n
daengqgyauz	[方]aendangq 耙谷子用的无齿木耙\n
daengqgyunz	(见dox) 围裙\n
daengqhaizcauj	[方]cuengzgiek；gyaqdaemqhaizcauj 打草鞋用的板凳\n
daengqhog	(见eijci) 小孩坐的一种椅子\n
daengqing	(见eij) 椅子\n
daengqlaeuj	(见bauqngoenz) 把婚期通报亲友\n
daengqlanz	(见eijci) 小孩坐的一种椅子\n
daengh	(见daem) 捶；槌\n[与cau同] 誊；誊写；缮写\n[方]soeg；daenghsomx；daenghsaeux；somx；daenghdoux；daenghsug 蹾[重重地往下放]Ndaw loz miz bingz,gaej yunghrengz ～ roengz namh bae．箩筐里有瓶子，不要使劲往地上蹾。\n戳[向洞里捅] Dawz diuz faex ～ haeuj ndaw congh bae．把棍子往洞里戳。\n[方]ha 相称；比；配 Gou ～ mbouj hwnj mwngz．我配不上你。\n(猪、狗)大口大口地(吃) Duz mou ～ gwn ～ gwn mok. 猪大口大口地吃潲\n[方]daeng 登；登载\n(见dongh) 桩子\n陪衬；映衬\n(见caemq) 顿；跺(脚)\n喷气［从鼻孔喷出]\n
daenghbyongz	(见daenghnaengh) 跌倒时屁股先着地\n
daenghdoux	(见daengh) 蹾[重重地往下放]\n
daenghdu	(见donghdou) 栅栏门两边的木桩\n
daenghgumq	(见daenghnaengh) 跌倒时屁股先着地\n
daenghgyoenj	(见daenghnaengh) 跌倒时屁股先着地\n
daenghhaeuz	(见daenghnaengh) 跌倒时屁股先着地\n
daenghhangx	(见 daenghnaengh) 跌倒时屁股先着地\n
daenghnaengh	[方]daenghhangx；daenghhaeuz；daenghsoenj；daenghgyoenj；daenghbyongz；daenghgumq 跌倒时屁般先着地\n
daenghsaeux	(见daengh) 蹾[重重地往下故]\n
daenghsoenj	(见daenghnaengh) 跌倒时屁股先着地\n
daenghsomx	(见daengh) 蹾[重重地往下放]\n(见saegsaeux) ①摔 ②顿[把小孩向旁边摔]\n
daenghsug	(见daengh) 蹾[重重地往下放]\n
daep	(见daenj) 戴\n锁；锁头\n肝\n[方]sup；caep；soeb；saeb；cab 套 ～ ekvaiz 套牛轭\n(见ra) 寻；找；寻找\n(见doz) ①挣(钱)；寻找 ②谋生\n
daepbit	[方]mbokbit；dokbit；gokbit；supbit；gyokbit；sabbit；sapbit 笔套\n
daepbwt	肺腑\n
daepmomh	[方] bakcumh ①形容毫无所得②形容有话不能说\n
daepnengq	(见gvanhaeh) 关系\n
daepniengq	(见duzgiengh) 龙虱\n
daet	[与raed同] [方]gaet；cienj 剪(断)\n(见roet) 屁\n(见gaet) 截[指小节]\n（见donh) ()段 ～ loh neix hoj byaij lai．这段路很难走。\n(见mbaenq) 段；节[圆柱形长条物的短节]\n(见ci) 吹(风吹)\n
daeu	(见giuhva) 花轿\n[方] 撮起(垃圾)\n
daeuz	(见bauq) 报；报(讯)\n①头(名) ②(带)头 ③先 De baezbaez cungj daeuj daih ～ ． 他每次都先到。\n[方] 但是；不过\n
daeuzdwngj	头等；优等\n
daeuzdai	(见dakseng) 托生；投生；投胎[迷信语]\n
daeuzdoiz	(见daeuzraez) 水绵\n
daeuzdungh	(见daeuzraez) 水绵\n
daeuzfuengz	长房；头房\n
daeuzhauh	头号\n
daeuzheu	水绵[水藻的一种，成丝状，可作饲料]\n
daeuzloz	正粱；主梁\n
daeuzloh	[方］dauhloh； mwnzlu；bibaet①头路；门路 Ra mbouj raen ～ ． 找不到门路。②事情；工作 Mbouj miz maz ～ guh 没有什么工作做。\n
daeuzmingz	头名；冠军\n
daeuzraez	[方]daeuhloeg；daeuzdoiz；daeuzdungh 水绵[水藻的一种，青色，成丝状，一般可作饲料]\n
daeuzsae	投师；请教；求师 Mwngz bae yiengq de ～ ．你去向他请教。\n
daeuzseng	[与doihduz同] [方]lwgduz 家畜、家禽的总称。\n(见dakseng) 托生；投生；投胎\n
daeuzvangz	(见canghdoz) 屠夫\n
daeuj	[方]laz；doj 斗 song ～ haeux 两斗米\n[方]maz 来\n(见lwggyoux) 葫芦\n
daeujcouh	(见yienzhaeuh) 然后\n
daeujhoengz	(见dawzsaeg) 月经\n
daeujien	烟斗\n
daeujmoq	(见dauqdaeuj) 又来；再来\n
daeujnguh	迟到\n
daeux	女唐装上衣的右襟\n(见dingj) 顶(住)；牮\n(见deq) 等；等侯；等待[时间比caj较长]\n(见dwngx) 拐棍；手杖；拐杖\n(见faexdwngx) 拐杖\n
daeuxbuh	[方]lanzswj 女唐装的上衣的右襟\n
daeuxeiq	(见capeiq) 叉腰\n
daeuq	[方]ywx；yeq；doq ①逗弄；戏弄；逗(笑) ②狎弄\n[方] diuz；hinj 调戏\n斗(争)\n[方]raeuq；daeuh 梭子[织布机的一个部件]\n(行为)厉害；过火 Gangj vah gaej gangj daiq ～ lai．说话不要说得太过火。\n[方] 挖(树根)\n(见biq) 吐(口水)\n透；透彻\n
daeuqheiq	斗气；惹人生气\n
daeuqhuj	触怒\n
daeuh	[方]baek；daeuhfeiz；byaeuh 灰；火灰；草木灰\n[方]naeh；gongz;saeux；swenq 猪饥饿而喊叫\n[方]ngaeuq；ngaej；laeuq；caeuq；saeuq 哀求\n(见daeuq) 梭子\n(见duhhenj) 黄豆；\n(见caeuq) 和；与；同\n
daeuhcungq	(见bokcungq) 枪托[指步枪枪托]\n
daeuhfaenj	豆粉\n
daeuhfaengx	(见duhhau) 白饭豆\n
daeuhfeiz	(见daeuh) 灰；火灰；草木灰\n
daeuhfonx	(见duhndaem) 黑豆\n
daeuhfouh	[方]daxfouh；doxfuh；daeuhfuh 豆腐\n
daeuhfuh	(见daeuhfouh) 豆腐\n
daeuhgak	(见duhseiq) 四月豆\n
daeuhhau	(见duhhenj) 黄豆\n
daeuh'ien	烟灰\n
daeuhloeg	(见daeuzraez) 水绵\n
daeuhmak	(见duhhenj) 黄豆\n
daeuhsegseg	[方] 低声下气地乞求、讨好\n
daeuhseih	[方]dauxsaeh 豆豉\n
daeuhyieng	香灰\n
dag	衡量\n①衡量，量（长短高低） ②相比（长短高低）\n
dai	死；亡；逝世；去世\n胚胎\n（见dan） 分，摊\n
daibae	很 ndei yaek ～ 好得很\n
daibag	（见dairaq） ①瘟死 ②骂人语\n
daibieg	（见daihau） 谷物抽穗时，被虫咬断禾心而死\n
daiboengz	（小麦）黄锈病\n
daibyauj	代表\n
daicaeux	[方]daigaenj；najdinj；dairomh 夭折\n
daici	轮胎；车胎\n
daidumz	孕妇在临产时或产后六十天内死亡\n
daigaemz	[方]daingaenz 雏未出蛋壳即死\n
daigaenj	（见daicaeux） 夭折\n
daigeng	僵死\n
daigyaengj	僵死\n
daihau	[方]daibieg；daisaq 谷物抽穗时，被虫咬断禾心而死，或禾苗扬花时遇寒露风而死，穗呈白色，颗粒空瘪。\n
daii	胞衣；胎衣\n
daileix	（见dailix） 好歹\n
dailix	[方]goemjbeg；haideuh；ndeiyaez；ndeiyak；daileix 好歹\n
daimbaet	[方] daindaek；dainou 窒息死亡\n
daimboj	（见ngoemxngwd） 哑口无言\n
daimingh	（见vutmingh） 丧命，牺牲\n
daindaek	（见maegae） 笑或哭得喘不过气来\n（见daimbaet） 窒息死亡\n
daindangdumz	[方]daindangndaek；dairangj 在怀孕期间死亡\n
daindangndaek	（见daindangdumz） 死亡\n
daingaenz	（见daigaemz） 雏未出蛋壳即死\n
daingoenh	（见dairaq） ①瘟死 ②骂人语\n
dainou	（见daimbaet） 窒息死亡\n
dairaq	[方]daibag；daingoenh ①瘟死 ②骂人语[发瘟；发瘟鬼]\n
dairaeg	灭亡\n
dairangj	（见daindangdumz） 在怀孕期间死亡\n
dairoz	营养不良而死\n
dairomh	（见daicaeux） 夭折\n
daisiq	[方] 瘟疫\n
daisoengz	枯死\n
daiz	[方]congz 台；桌子\n[方]do；dangj；deq；daix 托住[指物体将倒时用手托住]\n（见bungjbauq） ①捧 ②谄媚；拍马屁；阿谀；奉承；阿谀奉承\n（见lungz） 姑丈[父姐之夫]\n
daizcaet	[方]daizsang；congzcaet 正方桌[指漆过的]\n
daizcuk	[方]congzcuk；congzsan 用竹篾编成的桌子\n
daizgiuz	台球；乒乓球\n
daizgiuq	用竹篾编成的桌子\n
daizheiq	戏台；剧台；舞台\n
daizheng	放砧板的桌子\n
daizhoz	抬盒[旧时嫁女放嫁妆的木器]\n
daizhongh	（见gyanghongh） 院子；院落\n
daizlaeuj	酒席；筵席\n
daizluenz	圆桌\n
daizsaengh	[方]fox；byanh 挥霍，大吃大喝\n
daizsang	（见daizcaet） 正方桌\n
daizseiqfueng	方桌\n
Daizvanh	台湾\n
daijaengj	(见oengj)用藤编成的牛颈[犁田时套在牛颈下，以免牛轭脱出]\n
daijdiq	（见dazdex） ①教小孩学走路 ②扶小孩走路\n
daix	[方]raeb；saeb ①接；接受 ②等候；迎接\n（见dox） 舵\n（见yo） 扶[把将倒的东西扶起来]\n（见ciep） 承接[用容器或双手接受从上往下落的东西]\n（见daiz） 托住\n
daixbaj	[方]rup；moengj 很多，大把 De miz ～ saw．他有很多书。\n
daixgya	（见caezgya） 大家；全体\n
daiq	带；带领；率领；带引\n太[程度副词] Ciengz denyingj neix ～ ndei yawj lo．这场电影太好看了。\n携；携带\n[方]daih；ciudaih；dwz 招待\n（见lienz） ……连……\n（见mehdaiq） 岳母\n[方]yahdaiq 外祖母\n
daiqda	丈夫对妻子的父母及其亲属的引称\n
daiqdaeuz	带头；率先\n
daiqdoengh	带动\n
daiqgeq	[方]daiqlaux 外曾祖母\n
daiqgvaq	过于\n
daiqlaux	（见daiqgeq） 外曾祖母\n
daiqlingx	率领；带领；统率\n
daiqloh	向导[带路]\n
daiqndang	（见mizndang） 怀孕\n
daiqnyinh	（见mizndang） 怀孕\n
daiqroen	带路\n
daiqsaj	（土纺纱机的）车带\n
daiqyinx	带引\n
daih-	代\n第；次第[序数词的词头] ～ it 第一 ～ ngeih 第二\n
daih	[方]lawh；gek；do；det；lih 滤；过滤\n对待\n（见sab） 同一时期生长的植物\n（见daiq） 招待\n
daih'angj	（见daihliengh） ①大量 ②慷慨\n
daihba	（见noengq） 丰盛\n
daihbae	大批 [与daihbuek同]\n
daihbauq	（见ciengzlad） 抬枪；铸铁制成的土炮\n[方]cungqmbwk 大炮\n吹牛；说大话\n
daihbingz	[方]bingzdingh 太平\n
daihbueg	[方] 怠慢；冷淡\n
daihbuek	巨额\n[与daihbae同]大批；大量\n
daihcaeux	（见haetromh） 清早；清早\n
daihcangq	大葬[人葬后，长久不捡骨头]\n
daihciengzdok	（见caetconq） 直肠\n
daih'eiq	大意\n
daihfaenq	大粪\n
daihfanz	大凡\n
daihfueng	大方\n
daihfuk	巨幅\n
daihgaep	[方]cungqsa；cungqgep；gaepcieng 粉枪[鸟枪的一种]\n
daihgaiq	大概\n
daihgit	大吉\n
daihgoeng	房族中的祖父辈\n
daihgya	大家\n
daihhanz	大寒\n
daihhoih	大会\n
daihhongz	（见canghdoz） 屠夫\n
daih'iek	大约；大概\n
daihlaenj	[方]dangqlwglinj 曾孙辈\n
daihlaeng	后代；下一代；后世\n
daihlan	[方]dangqlwglan 孙辈\n
daihlaux	[方] 古代\n
daihlawq	（见raegrwz） 麻痹；粗心大意\n
daihliengh	[方]loengxsoeng；daih'angj ①大量 ②慨慷 De gig ～ .他很慷慨。\n
daihloh	大路；马路\n
daihlwg	[方]najlwg 子女辈\n
daihmeuq	(见ciengzlad) 抬枪；铸铁制成的土炮\n
daihmingz	(见mingzdajmingz) 公然；公开\n
daihneix	[方]ciuhneiX 这一代；当代\n
daihnyinz	大筋[人或动物身上的大筋]\n
daihsaeh	大事\n
daihsaengq	[方]byaqlah 挥霍\n
daihsawq	大暑[节令]\n
daihseng	胎生\n
daihsij	大写\n
daihsiet	大雪[节令]\n
daihvah	大话\n
dak	[方]dok 托盘；菜托、饭托等的总称\n[方]byak 晒\n托付；委托\n托[用手掌或其他东西向上承受物体]\n
dakaek	（见dox） 围裙\n
dakbuenz	托盘[端饭莱时盛碗碟的盘子]\n
dakcienz	（见cienzbanj） 钱板\n
dakdaih	[方]daex 招待\n接待；应酬\n
daklaih	托；托福；仰仗\n
dakmai	（见daengjhai） ①仰(躺) ②四脚朝天\n
dakmbaq	（见dapmbaq） 托肩；垫肩\n
dakmyaiz	[与dapmyaiz同] [方]daplaiz；dapbueg；dapnaiz；dangjmyaiz 围嘴儿\n
daksau	（见saufueng） 承住屋檐的横梁\n
dakseng	[方]daeuzdai；bagseng；daeuzseng；doekseng 托生；投生；投胎[迷信语]\n
daksien	（见cienzbanj） 钱板\n
dakyinh	托运\n
dam	[方]fuk ( )把(火) ( )把(柴) ～ feiz ndeu 一把火 ～ haz ndeu 一把草\n[方]douz 贪(便宜)；贪图(方便)\n（见swt） 理睬\n（见gaenz） 柄；柄子 ～ cax 刀柄\n（见cam） 问\n又[在名词或量词后面表示重复或继续]\n
dambak	贪嘴\n
damcang	贪赃\n
damdoz	贪图\n
damhangx	（见caetconq） 直肠\n
damlaux	[方]lauxsiengq；siengqgeq；gageq 老相[年纪不大，但样子却显得老]\n
damnangh	[方] 鱼贯而行\n
damrangh	[方] 鱼贯而行\n
damriengh	[方] 鱼贯而行\n
damsim	[与simhamz同] 贪心\n
damyaem	（见gwncienz） 贪污\n
damyaengq	（见doxnangq） （狗）交尾\n
damyaiyai	[方] 鱼贯而行\n
damyou	担忧\n
damz	（见mboen） 唠叨；喃喃；嘀咕\n
damzbyoedbyoed	[方] 唠唠叨叨[表示不满]\n
damzdingz	坦然，理直气壮\n
damzlaeh	（见damzraih） 口溜；绕口令\n
damzraih	[方]namq；damzlaeh 顺口溜；绕口令\n
damzyaeng	（见mo） 唸咒；喃喃\n
damj	胆 ～ bit 笔胆 ～ giuz 球胆\n[方]mbei；liengh 胆量；胆略\n毯子\n
damjbit	笔胆\n
damjiq	（见mbeiiq） 胆小\n
damjgiuz	球胆\n
damjlaux	[方] 大胆；勇敢\n
damjsaeq	（见mbeiiq） 胆小\n
damjsiuj	（见mbeiiq） 胆小\n
damq	暗探\n探听\n[方]yaeng；yieng；yawj；caek；ndomq 探望\n[方]nap；dan；gyamq；yamq；byangz；liemx 绗[大针大针地缝，如做棉衣把棉花和布缝在一起]\n（见saemh） 在水中探步行走\n
damqcaz	①探查；探索；探讨 ②考察\n
damqcaen	探亲\n
damqdingq	[方]dinghraemx；diemjsuij；diemjraemx；damhngoiz 探听\n
damqmeg	（见dinghmeg） 切脉\n
damqyiemj	探险\n
damh	①淡[味道不浓] ②颜色淡 ③冷淡\n[方]dumh；sumh；danx；dienx；dumhdamh；hamz；vansw；vannyak 糖和盐混合在一起的味道\n[方]dauz；naej 泡（饭）\n
damhngoiz	（见damqdingq） 探听\n
dan	摊子 baij ～ 摆摊子\n[方]bienx；danj 用刀斜切成薄片[主要指切肉]\n[方]hat 沙滩 Diuz dah neix song henz ～ gig gvangq．这条河两岸沙滩宽广。\n[方]dai；ban 分；摊 ～ di hawj de. 摊一点给他。\n[方]cij；het 只；单单；仅仅 De ～ miz geu buh ndeu．他只有一件衣服。\n药方；单方；处方 Canghyw hai ～ ．医生开处方。\n①单字 ②收据；发票；单据\n（见damq） 绗\n（见boq） 淋巴结\n
danbauj	作保；担保\n
danci	单车；自行车；脚踏车\n
dancih	单字\n
dandan	[方]caenhgag 惟独\n
dandek	（见ngangq） 独眼瞎\n
dandiuh	单调\n
dandog	[方]haek 单独；独自；单 ～ de youq ranz．单独他一个人在家。\n
dandwg	但是 De angq ciengq go， ～ ciengq mbouj ndei dingq．他爱唱歌，但是唱得不好听。\n
danfeiz	氮肥\n
dan'gveiq	丹桂\n
danhaeuz	（见baenzngoz） 白喉[病名]\n
danmiz	只有；唯有；单有\n
dansoq	单数\n
danvih	单位\n
danyw	处方；药方；单方\n
danz	[方]ndaek；ndoiq 弹(琴) De angq ～ gimz．他爱弹琴。\n( ) 小片（草地）\n[方] 打（脸）\n
danzgung	[方]gung ①弹弓 ②弹簧\n
danzvangz	[方]gungsienq；cukswq 弹簧\n
danzyangh	[方]gofaexgeq；gofaexrang 檀香\n
danj	（见conx） 铲\n（见dan） 用刀斜切成薄片\n
danjmbup	（见mbeidek） 吓破胆；胆战心惊\n
danx	箩筐底部的十字架\n（见damh） 糖和盐混在一起的味道\n
danxsaeh	[方]cizdanz 随便 Mwngz bae gai， ～ cawx di byaek ndeu ma ndaej lo.你上街，随便买点菜回来就行了。\n
danq	氮\n称颂；赞美\n炭；木炭\n[方]vah'w；haeujw 叹（气） \n（见gienq） 劝；劝告\n（见duenz） 猜\n（见nai） 安慰\n
danqheiq	叹气；长叹；感叹\n
danh	（见bauq） 涌\n弹动 \n颠簸[指车船] \n
danhfanz	[方]fanzdwg；daqfamz 凡是；大凡\n
danhseih	[与hoeng、dandwg同] 但是\n
dang	[方] 但是；不过\n汤\n当；担任 De ～ lauxsae.他当老师。\n
dangbing	当兵；参军\n
dangciengz	(见doq) 当场\n
dangdeih	[方]dangdieg 当地\n
dangdieg	（见dangdeih） 当地\n
dangdien	露天\n
danggya	当家（作主）\n
danglou	（见canghdoj） 赌棍；赌徒\n
dangmienh	[与dangnaj同] 当面\n（见dangqnaj） ①前面 ②面前\n
dangnaj	[与dangmienh同] 当面 Miz vah ～ gangj cingcuj．有话当面说清楚。\n
dangngaiz	（见daengjhai） ①仰（躺） ②四脚朝天\n
dangnyangz	（见dauqnyangz） ①相反 ②逆 raemx ～ 水逆流\n
dang'yienz	[方]dangxyienz；dangqyienh 当然  ～ la！当然啦！\n
dang'yuenz	（见ceizraemxrouh） 水圆；汤圆\n
dangz	量词 ①用于成套家具 ～ vanj ndeu 一堂碗 ②用于分节的课程 ～ goq ndeu 一堂课\n堂房[如堂兄弟]\n枪膛\n[方]lunghvaq (裤)裆\n（见bouq） 塘[路程，十里为一塘] song ～ roen 二十里路\n( ) 套（锣鼓）；堂\n糖\n
dangzbeng	[方]diengzdaz；diengzcij；dangzgyeuq 拉糖[用黄糖？炼后拉成的]？？白糖也可以做成，只要高温熬煮一定时间，其中的蔗糖成分转化成葡萄糖后，就可以拉成；再继续熬就成焦糖了。——［honghlaj］\n
dangzceh	（见dangznaed） 水果糖；糖果\n
dangzcing	糖精\n
Dangzciuz	唐朝\n
dangzdiengz	（见dangzrwi） 蜜糖；蜂蜜；蜂糖\n
dangzgeuj	绞糖\n
dangzgyeuq	（见dangzbeng） 拉糖\n
dangzhaeux	[方] 麦芽糖\n
dangzhau	（见begdangz） 白糖\n
dangzliu	糖浆\n
dangznaed	[方]diengzmwiq；dangzceh 水果糖；糖果\n
dangznding	[方]dangzsa 红糖\n
dangzniu	粘糖\n
dangznyouh	（见dangzraemx） 稀糖\n
dangzraemx	[方]dangznyouh；diengzsaw；dangzyouz；diengznaemx 稀糖\n
dangzrin	[方]sigdiengz 冰糖\n
dangzrwi	[方]diengzmenz；diengzrwi；diengzdoij；dangzdiengz 蜜糖；蜂蜜；蜂糖\n
dangzsa	（见begdangz） 白糖\n（见dangznding） 红糖\n
dangzsaek	[方]saeknyaek 敷衍；搪塞\n
dangzvaq	[方]runghvaq 裤裆\n
dangzyouz	（见dangzraemx） 稀糖\n
dangj	党；党派\n（见daiz） 托住\n[方]dung 挡，挡住\n（见dangx） 分水石[放在大水沟口，使水有节制的流入各小沟]\n（见baeq） 遮住；挡\n物品被烧焦发出的气味\n
dangjbai	党派\n
dangjcangh	党章\n
dangjcauz	宰猪时用以放猪烫毛的木板，四周凿有槽，以便流水\n
dangjciz	党籍\n
dangjfung	膈膜\n
dangjgangh	党纲\n
dangjgij	党纪\n
dangjmbaq	（见dapmbaq） 托肩\n（见dakmbaq） 垫肩\n
dangjmyaiz	（见dakmyaiz） 围嘴儿；口水围\n
dangjnaj	（见dingjgyaeuj） 迎头\n迎面\n
dangjrumz	迎风[对着风]\n
dangjveij	党委\n
dangjyenz	党员\n
dangx	(见mbaij) 竹筒\n[方]dangj 分水石[放在大水沟口，使水有节制地流入各小沟]\n
dangxgaemz	(见uengjfeiq) 枉费\n
dangxhai	仰(卧)\n
dangxyienz	(见dang'yienz) 当然\n
dangq	熨\n[方]aendaez 提[舀酒或油的器具]\n[方]dangqiz；dangqnax；dangqdoengz 当作 Cenj laeuj ～ cenj caz.酒杯当作茶杯。\n[方]cietnax；dangqswz；ciet 等于 Gou bae ～ mwngz bae. 我去等于你去。\n当;典当\n(见gamx) 栅栏\n(见daz) 搪\n(见lwnz) 趟；次\n(见cok) (油、酒)勺\n(见sauh原文为sah) 同一时期生长的植物\n[方] 象；仿佛\n(见sauh原文为sau) 同一个时期(生的动物)\n(见conghcueng) 窗子\n(见gang) 同一时期生的一群动物\n(见yaep) 一会儿；一下子\n
dangqdaeuj	熨斗\n
dangqdoengz	(见dangq) 当作\n
dangqgonq	(见gaxgonq) 从前\n
dangqhenz	(见daengzndwi) 等闲\n
dangqiz	(见dangq) 当作\n
dangqlwglan	(见daihlan) 孙辈\n
danqlwglinz	(见daihlaenj) 曾孙辈\n
dangqmaz	[方]lumjmaz；gahmaz；baenzmaz；yaekdai；gaenjyiuq 很；非常；得很；无比 De angq ～ ． 他非常高兴。\n
dangqnaj	[方]doiqnaj；dangqmienh ①当面；前面 ②面前\n
dangqnax	(见dangq) 当作\n
dangqnyangz	(见dauqnyangz) ①相反 ②逆 raemx ～  水逆流\n
dangqswz	(见dangq) 等于\n
dangqyienh	(见dangyienz) 当然\n
dangh	蹚；涉水\n(见gang) 缸\n(见nuem) 蟒；蟒蛇\n(见ngwz) 蛇\n(见daz) 伸延；蔓延；攀廷[指藤类]\n(见langh) 要是；假使；如果\n
danghbegva	[方] 白花蛇[头上有斑点，经常住在岩洞里]\n
danghdeh	(见deh) 蛔虫\n
danghded	[方] 蛇名[常在田洞里，动作不灵敏，身上呈黑白色]\n
danghgamj	[方] 白花蛇\n
danghgoepndoengj	(见ngwzgapndoengj) 银环蛇[俗称银包铁，身上有黑白两色环斑相间]\n
danghgvemq	[方] 马鬃蛇\n
danghmauz	(见ngwzfaenzhab) 吹风蛇[毒蛇之一种，身有黑斑，头量三角形，又称眼镜蛇]\n
danghmizrouj	(见ngwzgaeqrae) 蛇名[头上有冠，会叫，声似野鸡啼，常住在岩洞或草丛里]\n
danghnaeuz	[与langh同] [方]naengh；caenhdangh；hauhnaeuz；gyajsiet；caznaeuz；caeujcwh；sietsawz 假若；假使；假如；如果；比如；倘若\n
danghroz	(见ngwzgaeu) 蛇名\n
danghsaez	(见byalae) 黄鳝\n
